move_number,start_eval,end_eval,delta_eval,move_quality,time_per_move,accuracy_score,blunder_risk,flag1,flag2,flag3,last_elo,phase_Endgame,phase_Middlegame,phase_Opening
30,-4.95,-4.95,-0.0,Perfect,4.12,5.96,0.1,0,0,0,1143.6,True,False,False
31,-4.95,-5.0,-2.74,Blunder,6.04,0.18,2.0,1,0,0,1149.62,True,False,False
32,-5.0,-5.0,-1.95,Blunder,1.23,2.73,1.54,0,0,0,1135.5,True,False,False
33,-5.0,-4.52,0.48,Good,3.33,5.4,0.23,0,0,0,1122.67,True,False,False
34,-4.52,-2.85,1.68,Blunder,3.84,2.23,1.36,0,1,0,1124.9,True,False,False
35,-2.85,-2.84,0.01,Perfect,2.51,5.34,0.21,1,0,0,1110.23,True,False,False
36,-2.84,-2.73,0.12,Perfect,1.85,4.42,0.08,1,0,0,1113.95,True,False,False
37,-2.73,-2.74,-0.02,Perfect,0.84,5.66,0.3,0,0,0,1117.57,True,False,False
1,0.57,0.67,0.1,Perfect,1.21,5.24,0.05,0,0,0,2038.54,False,False,True
2,0.67,0.66,-0.0,Perfect,1.02,6.0,0.28,0,0,0,2040.65,False,False,True
3,0.66,2.21,1.55,Blunder,1.3,2.45,1.36,0,0,0,2042.7,False,False,True
4,2.21,4.61,2.4,Blunder,1.76,0.46,2.0,0,1,0,2036.51,False,False,True
5,4.61,5.0,1.37,Blunder,1.9,3.77,1.21,0,0,0,2026.55,False,False,True
6,5.0,5.0,0.02,Perfect,1.38,6.0,0.29,0,0,0,2019.32,False,False,True
7,5.0,5.0,0.02,Perfect,0.95,5.26,0.02,0,0,0,2024.36,False,False,True
8,5.0,4.91,-0.09,Perfect,0.46,5.04,0.38,1,0,0,2027.99,False,False,True
9,4.91,5.0,0.16,Perfect,0.54,6.0,0.09,0,0,0,2033.64,False,False,True
10,5.0,5.0,0.09,Perfect,1.74,6.0,0.39,0,0,0,2037.21,False,False,True
11,5.0,2.27,-2.73,Blunder,7.0,0.0,2.0,0,1,0,2041.83,False,True,False
12,2.27,1.54,-0.73,Inaccuracy,3.4,4.88,0.54,0,0,0,2029.17,False,True,False
13,1.54,1.32,-0.23,Good,5.77,6.0,0.11,0,0,0,2026.48,False,True,False
14,1.32,1.34,0.02,Perfect,1.51,5.78,0.38,0,0,0,2027.51,False,True,False
15,1.34,1.43,0.09,Perfect,3.04,5.03,0.15,0,1,0,2030.48,False,True,False
16,1.43,1.38,-0.05,Perfect,3.56,6.0,0.29,0,0,0,2033.09,False,True,False
17,1.38,1.18,-0.2,Perfect,3.35,6.0,0.05,0,0,0,2035.54,False,True,False
18,1.18,0.54,-0.64,Inaccuracy,3.78,4.7,0.33,0,0,0,2037.85,False,True,False
19,0.54,1.05,0.51,Inaccuracy,6.1,4.98,0.41,0,0,0,2035.62,False,True,False
20,1.05,0.99,-0.06,Perfect,4.43,6.0,0.07,1,0,0,2032.88,False,True,False
21,0.99,1.03,0.04,Perfect,2.28,5.74,0.04,0,1,0,2035.62,False,True,False
22,1.03,-1.22,-2.25,Blunder,3.77,2.64,1.69,1,0,0,2037.95,False,True,False
23,-1.22,-1.27,-0.04,Perfect,1.66,5.79,0.34,0,0,0,2031.08,False,True,False
24,-1.27,-1.54,-0.27,Good,2.66,4.93,0.18,0,0,0,2034.51,False,True,False
25,-1.54,-1.63,-0.09,Perfect,2.56,5.38,0.37,0,0,0,2035.63,False,True,False
26,-1.63,-1.4,0.22,Good,4.43,6.0,0.14,1,0,0,2038.58,True,False,False
27,-1.4,-1.41,-0.0,Perfect,1.49,6.0,0.05,0,0,0,2039.88,True,False,False
28,-1.41,-3.26,-1.85,Blunder,5.51,2.35,1.37,0,0,0,2044.73,True,False,False
29,-3.26,-3.25,0.0,Perfect,1.03,5.46,0.24,0,0,0,2031.99,True,False,False
30,-3.25,-5.0,-1.92,Blunder,2.58,3.08,1.43,1,0,0,2035.53,True,False,False
31,-5.0,-3.63,1.37,Blunder,1.31,3.82,1.02,1,0,0,2022.01,True,False,False
32,-3.63,-3.58,0.05,Perfect,1.58,4.59,0.08,0,0,0,2006.48,True,False,False
33,-3.58,-3.58,-0.0,Perfect,1.79,6.0,0.2,0,0,0,2010.86,True,False,False
34,-3.58,-3.7,-0.11,Perfect,1.02,4.75,0.03,0,0,0,2015.97,True,False,False
1,-0.54,-0.54,-0.0,Perfect,0.82,6.0,0.36,0,0,0,1979.71,False,False,True
2,-0.54,2.15,2.69,Blunder,0.97,2.31,2.0,0,0,0,1982.73,False,False,True
3,2.15,2.16,0.01,Perfect,1.11,6.0,0.27,0,0,0,1976.17,False,False,True
4,2.16,2.15,-0.01,Perfect,1.93,5.46,0.25,0,0,0,1981.95,False,False,True
5,2.15,3.55,1.4,Blunder,1.08,2.66,1.23,0,0,0,1986.49,False,False,True
6,3.55,5.0,1.57,Blunder,1.74,3.37,1.4,0,0,0,1978.23,False,False,True
7,5.0,4.98,-0.02,Perfect,2.12,4.22,0.17,0,0,0,1969.46,False,False,True
8,4.98,4.96,-0.02,Perfect,1.99,6.0,0.07,0,1,0,1974.35,False,False,True
9,4.96,4.97,0.01,Perfect,1.96,5.95,0.19,1,0,0,1980.0,False,False,True
10,4.97,5.0,1.78,Blunder,3.02,3.11,1.44,0,0,0,1986.28,False,False,True
11,5.0,4.96,-0.04,Perfect,3.97,6.0,0.28,0,0,0,1974.09,False,True,False
12,4.96,4.94,-0.02,Perfect,4.79,5.26,0.25,1,0,0,1977.38,False,True,False
13,4.94,4.95,0.01,Perfect,4.22,6.0,0.24,0,0,0,1981.13,False,True,False
14,4.95,5.0,0.09,Perfect,2.83,6.0,0.21,0,0,0,1987.49,False,True,False
15,5.0,5.0,0.02,Perfect,4.96,6.0,0.35,0,0,0,1993.53,False,True,False
16,5.0,5.0,0.01,Perfect,4.95,6.0,0.18,0,0,0,1999.8,False,True,False
17,5.0,5.0,0.21,Good,4.25,5.24,0.11,0,0,0,2004.31,False,True,False
18,5.0,5.0,0.06,Perfect,2.14,6.0,0.02,0,0,0,2005.83,False,True,False
19,5.0,5.0,0.56,Inaccuracy,2.02,4.89,0.52,0,0,0,2010.89,False,True,False
20,5.0,4.34,-0.66,Inaccuracy,4.12,4.91,0.51,0,0,0,2006.32,False,True,False
21,4.34,4.29,-0.05,Perfect,4.06,6.0,0.37,1,0,0,2002.01,False,True,False
22,4.29,4.29,-0.0,Perfect,4.3,5.49,0.1,0,0,0,2006.35,False,True,False
23,4.29,4.22,-0.07,Perfect,2.92,6.0,0.02,1,0,0,2010.87,False,True,False
24,4.22,5.0,2.68,Blunder,2.54,0.55,2.0,0,0,0,2015.26,False,True,False
25,5.0,4.99,-0.01,Perfect,4.04,5.53,0.4,1,1,0,2003.75,False,True,False
26,4.99,2.64,-2.36,Blunder,2.76,0.71,1.83,0,0,0,2008.11,False,True,False
27,2.64,3.38,0.75,Inaccuracy,2.81,4.57,0.41,0,0,0,1998.45,False,True,False
28,3.38,3.4,0.02,Perfect,4.07,4.56,0.02,0,1,0,1995.5,False,True,False
29,3.4,3.42,0.02,Perfect,2.95,6.0,0.37,1,0,0,2001.25,False,True,False
30,3.42,3.38,-0.04,Perfect,3.78,6.0,0.31,0,0,0,2006.09,False,True,False
31,3.38,3.38,-0.0,Perfect,4.06,6.0,0.01,0,0,0,2012.48,False,True,False
32,3.38,2.91,-0.47,Good,5.78,6.0,0.13,0,0,0,2015.79,False,True,False
33,2.91,2.92,0.01,Perfect,3.43,6.0,0.03,1,0,0,2016.93,False,True,False
34,2.92,2.93,0.01,Perfect,3.46,5.24,0.15,0,0,0,2021.29,False,True,False
35,2.93,2.92,-0.01,Perfect,5.21,5.72,0.01,0,0,0,2024.65,False,True,False
36,2.92,2.94,0.03,Perfect,4.09,4.7,0.19,0,0,0,2028.31,False,True,False
37,2.94,2.96,0.02,Perfect,2.35,6.0,0.2,0,0,0,2033.63,False,True,False
38,2.96,5.0,2.46,Blunder,7.0,2.1,1.87,0,0,0,2039.3,False,True,False
39,5.0,4.89,-0.11,Perfect,1.34,5.36,0.13,0,1,0,2031.84,False,True,False
40,4.89,5.0,2.0,Blunder,2.96,1.87,1.82,0,1,0,2037.74,False,True,False
41,5.0,4.97,-0.03,Perfect,2.1,5.24,0.31,0,0,0,2028.37,False,True,False
42,4.97,4.96,-0.01,Perfect,3.58,6.0,0.27,1,1,0,2031.98,False,True,False
43,4.96,4.65,-0.31,Good,4.09,6.0,0.04,0,0,0,2038.21,False,True,False
44,4.65,4.71,0.06,Perfect,2.71,5.66,0.32,1,0,0,2039.26,False,True,False
45,4.71,4.68,-0.03,Perfect,3.94,5.92,0.23,1,0,0,2043.57,False,True,False
46,4.68,4.51,-0.17,Perfect,3.6,5.21,0.09,0,0,0,2048.91,True,False,False
47,4.51,4.52,0.01,Perfect,2.81,5.78,0.38,0,0,0,2054.31,True,False,False
48,4.52,4.62,0.1,Perfect,2.84,5.37,0.32,0,1,0,2059.61,True,False,False
49,4.62,4.58,-0.05,Perfect,2.57,6.0,0.0,0,0,0,2063.14,True,False,False
50,4.58,4.59,0.02,Perfect,3.72,6.0,0.35,1,0,0,2068.33,True,False,False
51,4.59,4.47,-0.12,Perfect,4.19,6.0,0.29,0,0,0,2074.29,True,False,False
52,4.47,4.63,0.15,Perfect,0.81,5.74,0.22,0,0,0,2078.41,True,False,False
53,4.63,4.56,-0.07,Perfect,0.56,6.0,0.23,0,0,0,2083.58,True,False,False
54,4.56,4.29,-0.27,Good,2.64,5.13,0.23,0,1,0,2089.45,True,False,False
55,4.29,4.28,-0.0,Perfect,2.01,4.29,0.09,0,0,0,2090.8,True,False,False
56,4.28,4.32,0.03,Perfect,1.23,5.53,0.14,0,0,0,2094.89,True,False,False
57,4.32,4.29,-0.03,Perfect,1.07,5.82,0.1,0,1,0,2099.29,True,False,False
58,4.29,4.5,0.21,Good,2.31,5.04,0.37,0,0,0,2102.58,True,False,False
59,4.5,4.49,-0.01,Perfect,1.06,6.0,0.08,0,0,0,2104.91,True,False,False
60,4.49,4.33,-0.16,Perfect,1.5,6.0,0.38,0,0,0,2108.23,True,False,False
61,4.33,4.33,0.0,Perfect,2.08,5.33,0.31,1,0,0,2114.57,True,False,False
1,-0.01,0.16,0.16,Perfect,1.44,5.53,0.2,0,0,0,1094.93,False,False,True
2,0.16,0.06,-0.1,Perfect,1.19,5.01,0.36,0,0,0,1098.79,False,False,True
3,0.06,0.51,0.45,Good,2.42,5.31,0.21,0,0,0,1101.21,False,False,True
4,0.51,0.5,-0.0,Perfect,1.86,5.87,0.02,1,0,0,1101.98,False,False,True
5,0.5,0.56,0.06,Perfect,1.12,6.0,0.26,0,0,1,1104.81,False,False,True
6,0.56,0.55,-0.01,Perfect,1.97,5.95,0.33,0,0,0,1107.58,False,False,True
7,0.55,-1.67,-2.23,Blunder,1.6,1.62,1.89,1,0,0,1110.06,False,False,True
8,-1.67,-1.66,0.01,Perfect,1.01,5.95,0.05,0,0,0,1102.62,False,False,True
9,-1.66,-1.62,0.05,Perfect,0.96,5.44,0.29,0,1,0,1106.0,False,False,True
10,-1.62,-1.59,0.03,Perfect,1.84,6.0,0.06,0,0,0,1108.65,False,False,True
11,-1.59,-1.55,0.04,Perfect,1.66,5.82,0.17,0,0,0,1111.96,False,True,False
12,-1.55,-1.58,-0.03,Perfect,4.89,6.0,0.17,0,0,0,1115.48,False,True,False
13,-1.58,-1.56,0.03,Perfect,2.82,6.0,0.36,0,1,0,1118.8,False,True,False
14,-1.56,-1.44,0.11,Perfect,3.65,6.0,0.18,1,1,0,1122.55,False,True,False
15,-1.44,0.06,1.5,Blunder,7.0,3.23,1.3,0,0,0,1124.93,False,True,False
16,0.06,-2.2,-2.26,Blunder,7.0,1.02,1.8,0,0,0,1117.74,False,True,False
17,-2.2,-2.09,0.11,Perfect,2.49,6.0,0.04,0,0,0,1113.06,False,True,False
18,-2.09,-1.11,0.98,Inaccuracy,4.52,2.94,0.7,0,0,0,1117.01,False,True,False
19,-1.11,-1.1,0.02,Perfect,1.72,6.0,0.33,0,0,0,1113.21,False,True,False
20,-1.1,-1.08,0.02,Perfect,2.0,5.07,0.14,1,0,0,1116.02,False,True,False
21,-1.08,-1.3,-0.22,Good,2.05,5.45,0.03,0,0,0,1118.8,False,True,False
22,-1.3,-1.35,-0.05,Perfect,2.29,5.82,0.37,0,0,0,1120.11,False,True,False
23,-1.35,-1.36,-0.01,Perfect,3.94,5.59,0.25,0,0,0,1123.21,False,True,False
24,-1.36,-1.39,-0.03,Perfect,2.03,5.79,0.14,0,0,0,1125.82,False,True,False
25,-1.39,-1.51,-0.12,Perfect,2.42,5.3,0.37,0,1,0,1128.24,False,True,False
26,-1.51,-1.4,0.11,Perfect,3.74,6.0,0.33,0,0,0,1131.89,False,True,False
27,-1.4,-1.1,0.3,Good,3.72,5.61,0.25,1,0,0,1135.27,False,True,False
28,-1.1,-1.78,-0.68,Inaccuracy,4.79,5.0,0.57,0,0,0,1136.48,False,True,False
29,-1.78,-1.86,-0.08,Perfect,4.85,6.0,0.2,1,0,0,1134.59,False,True,False
30,-1.86,-2.77,-0.91,Inaccuracy,5.97,5.62,0.51,0,0,0,1136.71,False,True,False
31,-2.77,-2.94,-0.17,Perfect,4.11,5.95,0.38,0,0,0,1134.56,False,True,False
32,-2.94,-2.89,0.05,Perfect,5.19,6.0,0.23,0,0,0,1138.3,False,True,False
33,-2.89,-3.02,-0.13,Perfect,4.61,5.82,0.29,0,0,0,1143.35,False,True,False
34,-3.02,-2.85,0.17,Perfect,2.73,6.0,0.1,0,1,0,1147.16,True,False,False
35,-2.85,-2.83,0.01,Perfect,1.42,6.0,0.34,1,1,0,1153.39,True,False,False
36,-2.83,-4.73,-1.89,Blunder,6.79,2.76,1.69,0,0,0,1157.16,True,False,False
37,-4.73,-5.0,-1.64,Blunder,6.15,1.51,1.48,1,0,0,1148.71,True,False,False
38,-5.0,-4.98,0.02,Perfect,3.58,5.91,0.31,0,1,0,1138.33,True,False,False
39,-4.98,-4.99,-0.01,Perfect,0.77,5.26,0.05,0,0,0,1142.44,True,False,False
40,-4.99,-5.0,-0.09,Perfect,1.87,6.0,0.05,0,0,0,1148.12,True,False,False
41,-5.0,-5.0,-0.04,Perfect,1.85,5.86,0.16,0,0,0,1154.39,True,False,False
42,-5.0,-4.98,0.02,Perfect,0.72,4.79,0.18,1,0,0,1158.75,True,False,False
43,-4.98,-5.0,-1.32,Blunder,0.45,3.27,0.94,0,0,0,1162.73,True,False,False
44,-5.0,-5.0,-0.14,Perfect,0.54,5.88,0.02,1,0,0,1150.84,True,False,False
45,-5.0,-4.66,0.34,Good,1.2,5.39,0.32,0,0,0,1155.09,True,False,False
1,0.56,0.75,0.18,Perfect,2.23,6.0,0.18,0,0,0,1990.26,False,False,True
2,0.75,0.7,-0.05,Perfect,1.95,6.0,0.09,0,0,0,1993.52,False,False,True
3,0.7,0.71,0.01,Perfect,1.56,5.87,0.14,0,0,0,1996.17,False,False,True
4,0.71,0.55,-0.15,Perfect,1.28,5.22,0.33,0,0,0,1999.98,False,False,True
5,0.55,0.54,-0.02,Perfect,1.3,5.86,0.24,0,0,0,2003.23,False,False,True
6,0.54,-2.1,-2.64,Blunder,2.09,0.39,2.0,0,1,0,2006.3,False,False,True
7,-2.1,-2.27,-0.17,Perfect,0.82,5.46,0.26,0,0,0,1998.52,False,False,True
8,-2.27,-4.23,-1.96,Blunder,3.1,2.34,1.48,0,0,0,2004.9,False,False,True
9,-4.23,-5.0,-2.7,Blunder,1.23,1.19,2.0,0,0,0,1996.29,False,False,True
10,-5.0,-5.0,-1.95,Blunder,1.88,1.97,1.67,0,0,0,1988.84,False,False,True
11,-5.0,-5.0,-0.02,Perfect,2.33,6.0,0.05,0,0,0,1979.77,False,True,False
12,-5.0,-5.0,-0.04,Perfect,3.45,6.0,0.23,0,0,0,1984.16,False,True,False
13,-5.0,-4.53,0.47,Good,2.31,4.34,0.27,0,0,0,1988.49,False,True,False
14,-4.53,-4.44,0.09,Perfect,4.21,5.58,0.03,1,0,0,1989.52,False,True,False
15,-4.44,-4.53,-0.08,Perfect,2.37,5.96,0.15,1,0,0,1994.57,False,True,False
16,-4.53,-4.42,0.1,Perfect,5.53,5.93,0.33,1,0,0,1998.66,False,True,False
17,-4.42,-4.22,0.2,Good,1.72,4.75,0.32,0,0,0,2004.43,True,False,False
18,-4.22,-4.31,-0.08,Perfect,2.55,4.82,0.13,0,0,0,2006.16,True,False,False
19,-4.31,-4.4,-0.09,Perfect,0.55,5.49,0.02,0,1,0,2010.73,True,False,False
20,-4.4,-4.42,-0.02,Perfect,2.01,6.0,0.07,1,0,0,2014.26,True,False,False
21,-4.42,-4.45,-0.03,Perfect,2.58,5.21,0.35,0,0,0,2020.23,True,False,False
22,-4.45,-3.96,0.49,Good,3.44,5.45,0.37,0,1,0,2024.63,True,False,False
1,0.73,0.94,0.22,Good,1.74,6.0,0.02,0,1,0,449.11,False,False,True
2,0.94,0.87,-0.07,Perfect,1.82,5.53,0.14,0,1,0,450.29,False,False,True
3,0.87,1.38,0.5,Inaccuracy,1.12,5.15,0.14,0,0,0,453.38,False,False,True
4,1.38,1.39,0.02,Perfect,1.07,5.26,0.35,1,0,0,450.71,False,False,True
5,1.39,-0.7,-2.09,Blunder,2.22,1.32,1.55,0,0,0,453.18,False,False,True
6,-0.7,-0.75,-0.06,Perfect,1.94,6.0,0.2,0,0,0,448.99,False,False,True
7,-0.75,-0.6,0.15,Perfect,1.9,5.25,0.36,0,0,0,452.06,False,False,True
8,-0.6,-0.61,-0.01,Perfect,1.23,6.0,0.2,0,1,0,455.74,False,False,True
9,-0.61,-0.6,0.02,Perfect,1.35,6.0,0.32,1,0,0,459.1,False,False,True
10,-0.6,-0.47,0.13,Perfect,1.39,6.0,0.08,0,0,0,461.62,False,False,True
11,-0.47,0.43,0.9,Inaccuracy,5.3,3.86,0.82,0,0,0,464.01,False,True,False
12,0.43,0.53,0.1,Perfect,2.49,5.61,0.35,0,0,0,462.41,False,True,False
13,0.53,0.29,-0.23,Good,2.98,4.8,0.27,1,0,0,465.03,False,True,False
14,0.29,0.22,-0.08,Perfect,4.05,6.0,0.27,0,0,0,465.91,False,True,False
15,0.22,-0.05,-0.26,Good,1.56,6.0,0.15,0,1,0,468.23,False,True,False
16,-0.05,-0.1,-0.05,Perfect,5.06,6.0,0.29,0,0,0,469.16,False,True,False
17,-0.1,-0.04,0.05,Perfect,4.84,6.0,0.31,1,0,0,471.78,False,True,False
18,-0.04,0.02,0.07,Perfect,3.12,6.0,0.11,0,0,0,473.96,False,True,False
19,0.02,0.07,0.04,Perfect,5.25,6.0,0.4,0,1,0,477.82,False,True,False
20,0.07,0.08,0.01,Perfect,2.39,6.0,0.03,1,0,0,481.06,False,True,False
21,0.08,-0.04,-0.12,Perfect,3.4,5.17,0.32,0,0,0,483.79,False,True,False
22,-0.04,0.47,0.5,Inaccuracy,3.21,4.35,0.46,0,0,0,486.62,False,True,False
23,0.47,0.57,0.11,Perfect,2.6,5.8,0.04,0,0,0,484.76,False,True,False
24,0.57,0.45,-0.12,Perfect,4.85,5.24,0.2,0,0,0,486.95,False,True,False
25,0.45,0.42,-0.03,Perfect,2.26,6.0,0.31,0,0,0,489.06,False,True,False
26,0.42,0.05,-0.37,Good,2.83,6.0,0.18,0,1,0,491.43,False,True,False
27,0.05,0.75,0.71,Inaccuracy,5.43,5.22,0.29,0,0,0,492.5,False,True,False
28,0.75,-0.59,-1.34,Blunder,6.74,3.79,1.07,0,1,0,490.55,False,True,False
29,-0.59,-0.57,0.02,Perfect,4.92,6.0,0.03,0,0,0,485.27,False,True,False
30,-0.57,0.14,0.72,Inaccuracy,2.85,4.75,0.3,1,0,0,489.24,False,True,False
31,0.14,-0.38,-0.52,Inaccuracy,4.68,4.92,0.41,0,0,0,487.5,False,True,False
32,-0.38,-1.1,-0.72,Inaccuracy,2.01,5.72,0.49,0,0,0,484.62,False,True,False
33,-1.1,-1.13,-0.03,Perfect,4.57,5.96,0.09,0,0,0,481.72,False,True,False
34,-1.13,-3.33,-2.2,Blunder,5.84,1.63,1.84,0,0,0,484.29,False,True,False
35,-3.33,-3.21,0.12,Perfect,2.46,6.0,0.05,0,0,0,478.36,False,True,False
36,-3.21,-3.23,-0.02,Perfect,3.69,6.0,0.14,1,0,0,482.22,True,False,False
37,-3.23,-3.26,-0.03,Perfect,3.54,5.31,0.16,0,0,0,487.0,True,False,False
38,-3.26,-3.3,-0.04,Perfect,2.2,5.36,0.04,0,1,0,491.79,True,False,False
39,-3.3,-3.23,0.07,Perfect,3.37,5.16,0.07,0,0,0,497.18,True,False,False
40,-3.23,-3.19,0.04,Perfect,1.94,5.7,0.26,0,0,0,502.19,True,False,False
41,-3.19,-3.22,-0.03,Perfect,1.74,5.71,0.16,0,0,0,507.4,True,False,False
42,-3.22,-3.2,0.02,Perfect,1.27,5.84,0.03,0,0,0,512.64,True,False,False
43,-3.2,-3.27,-0.07,Perfect,0.78,6.0,0.25,1,0,0,518.26,True,False,False
44,-3.27,-3.29,-0.02,Perfect,1.31,6.0,0.02,0,0,0,523.25,True,False,False
45,-3.29,-3.29,-0.0,Perfect,1.09,5.13,0.04,0,0,0,527.75,True,False,False
46,-3.29,-3.53,-0.24,Good,1.63,5.01,0.11,0,0,0,532.44,True,False,False
47,-3.53,-3.61,-0.08,Perfect,0.36,5.97,0.12,0,0,0,533.65,True,False,False
1,-0.72,0.63,1.35,Blunder,1.05,2.59,1.02,0,0,0,1387.55,False,False,True
2,0.63,0.77,0.14,Perfect,1.38,5.76,0.08,0,0,0,1380.85,False,False,True
3,0.77,0.79,0.02,Perfect,1.02,6.0,0.37,0,0,0,1384.19,False,False,True
4,0.79,0.77,-0.02,Perfect,1.38,6.0,0.07,1,0,0,1386.62,False,False,True
5,0.77,0.63,-0.14,Perfect,1.95,6.0,0.32,0,0,0,1390.14,False,False,True
6,0.63,0.7,0.07,Perfect,1.92,5.6,0.31,0,0,0,1393.03,False,False,True
7,0.7,0.63,-0.07,Perfect,0.59,6.0,0.27,0,0,0,1396.86,False,False,True
8,0.63,0.69,0.05,Perfect,1.71,6.0,0.31,0,0,0,1399.01,False,False,True
9,0.69,0.64,-0.04,Perfect,1.48,6.0,0.27,0,0,0,1401.17,False,False,True
10,0.64,0.72,0.08,Perfect,1.28,5.11,0.05,0,0,1,1403.7,False,False,True
11,0.72,0.81,0.09,Perfect,2.55,4.87,0.26,0,0,0,1406.22,False,True,False
12,0.81,0.52,-0.29,Good,1.97,5.77,0.0,0,0,0,1409.89,False,True,False
13,0.52,-0.16,-0.68,Inaccuracy,4.4,5.19,0.33,1,0,0,1411.18,False,True,False
14,-0.16,-0.13,0.02,Perfect,2.15,5.62,0.34,0,1,0,1409.57,False,True,False
15,-0.13,-0.14,-0.0,Perfect,1.24,6.0,0.2,0,0,0,1413.35,False,True,False
16,-0.14,0.2,0.34,Good,2.17,5.25,0.24,0,0,0,1416.86,False,True,False
17,0.2,0.22,0.02,Perfect,4.21,5.91,0.29,0,0,0,1417.95,False,True,False
18,0.22,0.43,0.21,Good,3.54,5.71,0.09,0,0,0,1420.75,True,False,False
19,0.43,0.11,-0.32,Good,3.17,5.13,0.25,0,0,0,1421.65,True,False,False
20,0.11,0.15,0.04,Perfect,4.04,6.0,0.34,0,0,0,1423.32,True,False,False
21,0.15,0.1,-0.05,Perfect,0.62,6.0,0.4,0,0,0,1428.4,True,False,False
22,0.1,1.58,1.49,Blunder,2.88,2.69,1.01,0,0,0,1434.59,True,False,False
23,1.58,1.34,-0.24,Good,1.22,6.0,0.36,0,0,0,1420.72,True,False,False
24,1.34,1.32,-0.02,Perfect,0.75,6.0,0.28,0,0,0,1421.75,True,False,False
1,0.04,0.12,0.08,Perfect,1.48,6.0,0.16,0,0,0,1204.16,False,False,True
2,0.12,-1.54,-1.66,Blunder,0.98,3.36,1.18,0,0,0,1206.75,False,False,True
3,-1.54,-3.75,-2.21,Blunder,1.97,0.68,1.89,0,0,0,1201.21,False,False,True
4,-3.75,-3.75,0.0,Perfect,1.49,5.49,0.28,0,0,0,1195.98,False,False,True
5,-3.75,-3.79,-0.04,Perfect,0.85,5.9,0.33,0,0,0,1199.68,False,False,True
6,-3.79,-3.68,0.11,Perfect,1.56,5.4,0.21,1,0,0,1204.26,False,False,True
7,-3.68,-3.64,0.04,Perfect,1.47,6.0,0.32,0,0,0,1209.78,False,False,True
8,-3.64,-3.55,0.08,Perfect,1.88,4.66,0.3,0,1,0,1213.2,False,False,True
9,-3.55,-3.5,0.06,Perfect,0.64,6.0,0.27,0,0,0,1216.82,False,False,True
10,-3.5,-5.0,-2.08,Blunder,0.71,2.72,1.79,0,1,0,1221.47,False,False,True
11,-5.0,-4.91,0.09,Perfect,2.52,5.56,0.39,1,0,0,1211.61,False,True,False
12,-4.91,-5.0,-0.11,Perfect,1.45,5.29,0.19,1,0,0,1217.36,False,True,False
13,-5.0,-5.0,-0.05,Perfect,1.65,6.0,0.07,1,1,0,1221.57,False,True,False
14,-5.0,-4.49,0.51,Inaccuracy,1.59,4.43,0.25,1,1,0,1225.39,False,True,False
15,-4.49,-4.74,-0.26,Good,2.93,5.86,0.4,0,0,0,1221.37,False,True,False
16,-4.74,-4.54,0.21,Good,5.56,5.43,0.22,0,0,0,1223.56,False,True,False
17,-4.54,-4.69,-0.15,Perfect,2.07,5.28,0.37,0,0,0,1224.52,False,True,False
18,-4.69,-4.9,-0.21,Good,2.68,6.0,0.22,0,0,0,1229.11,False,True,False
19,-4.9,-4.89,0.01,Perfect,1.38,5.3,0.28,0,0,0,1230.17,False,True,False
20,-4.89,-5.0,-0.13,Perfect,5.05,6.0,0.23,0,0,0,1234.79,False,True,False
21,-5.0,-5.0,-0.01,Perfect,5.02,5.22,0.32,0,0,0,1238.83,False,True,False
22,-5.0,-5.0,-0.19,Perfect,4.59,5.85,0.32,0,0,0,1242.14,False,True,False
23,-5.0,-5.0,-1.57,Blunder,7.0,1.92,1.34,0,0,0,1247.09,False,True,False
24,-5.0,-4.9,0.1,Perfect,2.77,4.45,0.26,0,1,0,1237.31,False,True,False
25,-4.9,-5.0,-0.1,Perfect,2.1,4.01,0.28,0,0,0,1243.62,False,True,False
26,-5.0,-2.38,2.62,Blunder,6.5,1.25,2.0,0,0,0,1248.07,False,True,False
27,-2.38,0.1,2.48,Blunder,3.12,2.19,2.0,0,1,0,1238.84,False,True,False
28,0.1,0.07,-0.03,Perfect,3.33,6.0,0.09,1,0,0,1226.67,False,True,False
29,0.07,0.11,0.04,Perfect,3.75,6.0,0.19,0,0,0,1230.45,False,True,False
30,0.11,-2.15,-2.26,Blunder,5.2,1.75,1.76,0,0,0,1233.68,True,False,False
31,-2.15,-2.06,0.09,Perfect,2.58,6.0,0.17,0,0,0,1222.93,True,False,False
32,-2.06,-2.2,-0.14,Perfect,1.36,6.0,0.38,0,0,0,1228.25,True,False,False
33,-2.2,-2.61,-0.41,Good,2.14,4.45,0.17,0,0,0,1233.95,True,False,False
34,-2.61,-2.62,-0.02,Perfect,1.3,5.78,0.09,0,0,0,1236.28,True,False,False
35,-2.62,-2.67,-0.05,Perfect,2.22,6.0,0.24,0,0,0,1241.69,True,False,False
36,-2.67,-3.01,-0.34,Good,1.08,6.0,0.2,0,0,0,1245.21,True,False,False
37,-3.01,-3.01,0.0,Perfect,0.46,6.0,0.3,0,0,0,1246.81,True,False,False
38,-3.01,-3.02,-0.01,Perfect,0.86,5.78,0.08,0,0,0,1250.32,True,False,False
39,-3.02,-3.11,-0.09,Perfect,0.43,6.0,0.16,0,0,0,1254.01,True,False,False
1,-0.69,-0.55,0.15,Perfect,0.92,5.55,0.01,0,0,0,1210.46,False,False,True
